title,calorie,protein_g,carb_g,fat_g,protein_ratio,carb_ratio,fat_ratio,servings,ratings,cook_time,link
Asian Pork Tenderloin,385.0,36.6,15.7,19.8,0.38,0.15999999999999992,0.46,4.0,4.59,525,https://www.allrecipes.com/recipe/83117/asian-pork-tenderloin/
Slow Cooked Corned Beef For Sandwiches,229.0,15.0,4.2,15.1,0.26,0.15000000000000002,0.59,15.0,4.74,255,https://www.allrecipes.com/recipe/83844/slow-cooked-corned-beef-for-sandwiches/
Vegan Bean Taco Filling,142.0,7.5,24.0,2.5,0.21,0.63,0.16,8.0,4.56,30,https://www.allrecipes.com/recipe/84043/vegan-bean-taco-filling/
Slow Cooker Corned Beef And Cabbage ,472.0,23.6,49.5,19.6,0.2,0.42999999999999994,0.37,8.0,4.61,555,https://www.allrecipes.com/recipe/84270/slow-cooker-corned-beef-and-cabbage-/
Grandmas Polish Perogies,281.0,8.0,37.6,11.0,0.11,0.54,0.35,20.0,4.69,120,https://www.allrecipes.com/recipe/84706/grandmas-polish-perogies/
Tilapia Scaloppine,262.0,24.2,5.0,14.2,0.37,0.14,0.49,4.0,4.52,25,https://www.allrecipes.com/recipe/84737/tilapia-scaloppine/
Gourmet Mushroom Risotto,431.0,11.3,56.6,16.6,0.1,0.55,0.35,6.0,4.8,50,https://www.allrecipes.com/recipe/85389/gourmet-mushroom-risotto/
Soy Ginger Salmon,333.0,24.1,22.3,15.8,0.29,0.28,0.43,4.0,4.63,200,https://www.allrecipes.com/recipe/86245/soy-ginger-salmon/
Three Cheese Manicotti Ii,611.0,34.0,64.6,24.1,0.22,0.43000000000000005,0.35,6.0,4.62,60,https://www.allrecipes.com/recipe/86446/three-cheese-manicotti-ii/
No Cream Pasta Primavera,406.0,13.6,54.4,15.4,0.13,0.53,0.34,6.0,4.54,60,https://www.allrecipes.com/recipe/86515/no-cream-pasta-primavera/
Fast English Muffin Pizzas,327.0,20.5,30.2,13.5,0.25,0.38,0.37,4.0,4.59,20,https://www.allrecipes.com/recipe/86649/fast-english-muffin-pizzas/
Bbq Ny Strip,586.0,39.4,12.9,41.0,0.27,0.09999999999999998,0.63,4.0,4.67,150,https://www.allrecipes.com/recipe/86801/bbq-ny-strip/
Bbq Glazed Homemade Meatballs,259.0,12.6,30.3,10.2,0.19,0.45999999999999996,0.35,12.0,4.67,75,https://www.allrecipes.com/recipe/86936/bbq-glazed-homemade-meatballs/
Sensational Steak Sandwich,908.0,55.7,78.8,40.6,0.25,0.35,0.4,4.0,4.61,290,https://www.allrecipes.com/recipe/87111/sensational-steak-sandwich/
Chorizo Stuffed Bell Peppers,559.0,27.6,33.9,35.4,0.2,0.22999999999999998,0.57,6.0,4.6,100,https://www.allrecipes.com/recipe/87137/chorizo-stuffed-bell-peppers/
Salmon With Lemon And Dill,320.0,25.7,2.4,22.1,0.32,0.06000000000000005,0.62,4.0,4.55,35,https://www.allrecipes.com/recipe/87279/salmon-with-lemon-and-dill/
Traditional Osso Buco,478.0,46.9,17.6,19.8,0.39,0.24,0.37,4.0,4.64,110,https://www.allrecipes.com/recipe/87389/traditional-osso-buco/
Pork Chops With Fresh Tomato Onion Garlic And Feta,452.0,40.7,34.1,17.9,0.36,0.28,0.36,4.0,4.64,35,https://www.allrecipes.com/recipe/87438/pork-chops-with-fresh-tomato-onion-garlic-and-feta/
Tropical Grilled Pork Chops,269.0,15.1,37.1,7.2,0.22,0.54,0.24,6.0,4.7,120,https://www.allrecipes.com/recipe/87476/tropical-grilled-pork-chops/
Beefy Baked Ravioli,465.0,30.5,30.6,23.8,0.26,0.28,0.46,6.0,4.51,50,https://www.allrecipes.com/recipe/87624/beefy-baked-ravioli/
Charleston Shrimp N Gravy,263.0,27.5,12.6,11.1,0.42,0.19999999999999996,0.38,4.0,4.58,40,https://www.allrecipes.com/recipe/87985/charleston-shrimp-n-gravy/
Mushroom Pie,419.0,11.2,21.7,32.3,0.11,0.20000000000000007,0.69,12.0,4.65,60,https://www.allrecipes.com/recipe/88086/mushroom-pie/
Apple Cider Sauce And Pork Loin Chops,325.0,14.1,28.6,16.6,0.17,0.37,0.46,4.0,4.51,55,https://www.allrecipes.com/recipe/88123/apple-cider-sauce-and-pork-loin-chops/
Chile Garlic Bbq Salmon,438.0,46.2,5.3,24.7,0.42,0.07000000000000006,0.51,6.0,4.64,45,https://www.allrecipes.com/recipe/88404/chile-garlic-bbq-salmon/
Prune And Olive Chicken,402.0,31.2,16.5,22.4,0.31,0.18999999999999995,0.5,6.0,4.66,555,https://www.allrecipes.com/recipe/8900/prune-and-olive-chicken/
Pasta Primavera With Italian Turkey Sausage,477.0,20.5,50.1,21.8,0.17,0.42000000000000004,0.41,8.0,4.69,50,https://www.allrecipes.com/recipe/90119/pasta-primavera-with-italian-turkey-sausage/
Meatball Sandwich,781.0,43.6,78.2,31.9,0.22,0.41000000000000003,0.37,4.0,4.55,40,https://www.allrecipes.com/recipe/90321/meatball-sandwich/
Men Love This Steak,665.0,37.3,7.5,53.8,0.22,0.050000000000000044,0.73,2.0,4.67,24,https://www.allrecipes.com/recipe/90451/men-love-this-steak/
Harvest Rice Dish,278.0,5.4,42.7,11.0,0.08,0.56,0.36,6.0,4.59,105,https://www.allrecipes.com/recipe/9143/harvest-rice-dish/
Original Homemade Italian Beef,557.0,31.9,38.4,28.8,0.23,0.30000000000000004,0.47,6.0,4.65,370,https://www.allrecipes.com/recipe/91597/original-homemade-italian-beef/
Turkey Pot Pie,481.0,13.9,45.4,27.3,0.12,0.37,0.51,8.0,4.72,80,https://www.allrecipes.com/recipe/9230/turkey-pot-pie/
Turkey Tenderloins,154.0,27.7,2.0,3.1,0.72,0.10000000000000009,0.18,4.0,4.56,0,https://www.allrecipes.com/recipe/9231/turkey-tenderloins/
Slow Cooker Texas Pulled Pork,528.0,31.9,45.5,23.2,0.24,0.36,0.4,8.0,4.53,315,https://www.allrecipes.com/recipe/92462/slow-cooker-texas-pulled-pork/
Slow Cooker Turkey Breast,273.0,59.5,1.5,1.5,0.87,0.07999999999999996,0.05,12.0,4.55,490,https://www.allrecipes.com/recipe/92528/slow-cooker-turkey-breast/
Roast Pork With Maple And Mustard Glaze,290.0,24.4,28.4,8.2,0.34,0.4099999999999999,0.25,8.0,4.59,85,https://www.allrecipes.com/recipe/9253/roast-pork-with-maple-and-mustard-glaze/
Pennsylvania Coal Region Barbecue,230.0,12.8,25.8,8.4,0.22,0.44999999999999996,0.33,8.0,4.57,20,https://www.allrecipes.com/recipe/92763/pennsylvania-coal-region-barbecue/
Pan Fried Halibut Steak With Light Green Sauce,527.0,49.6,16.5,28.0,0.38,0.14,0.48,4.0,4.54,25,https://www.allrecipes.com/recipe/93015/pan-fried-halibut-steak-with-light-green-sauce/
Honey Walnut Shrimp,605.0,26.1,68.0,26.3,0.17,0.43999999999999995,0.39,4.0,4.52,30,https://www.allrecipes.com/recipe/93234/honey-walnut-shrimp/
Alaska Salmon Bake With Pecan Crunch Coating,368.0,26.1,15.9,22.4,0.28,0.16999999999999993,0.55,6.0,4.58,30,https://www.allrecipes.com/recipe/9336/alaska-salmon-bake-with-pecan-crunch-coating/
Spinach And Feta Pita Bake,350.0,11.6,41.6,17.1,0.13,0.42999999999999994,0.44,6.0,4.76,22,https://www.allrecipes.com/recipe/93666/spinach-and-feta-pita-bake/
Prime Rib,443.0,46.5,2.6,25.7,0.42,0.06000000000000005,0.52,12.0,4.53,160,https://www.allrecipes.com/recipe/9381/prime-rib/
Salmon Patties I,224.0,22.3,9.0,10.4,0.4,0.17999999999999994,0.42,5.0,4.54,25,https://www.allrecipes.com/recipe/9401/salmon-patties-i/
Kalbi Korean Bbq Short Ribs,1096.0,35.9,44.9,85.6,0.13,0.17000000000000004,0.7,4.0,4.75,210,https://www.allrecipes.com/recipe/96698/kalbi-korean-bbq-short-ribs/
Foolproof Rib Roast,576.0,37.0,0.6,46.2,0.26,0.020000000000000018,0.72,6.0,4.75,305,https://www.allrecipes.com/recipe/97621/foolproof-rib-roast/
Thai Steamed Mussels,484.0,48.3,21.4,24.4,0.4,0.1499999999999999,0.45,6.0,4.76,30,https://www.allrecipes.com/recipe/98442/thai-steamed-mussels/
Steamed Lobster Tails,356.0,32.2,0.9,24.5,0.36,0.020000000000000018,0.62,4.0,4.78,10,https://www.allrecipes.com/recipe/99742/steamed-lobster-tails/
Easiest Slow Cooker French Dip,756.0,46.8,70.5,30.0,0.25,0.39,0.36,8.0,4.54,485,https://www.allrecipes.com/recipe/99904/easiest-slow-cooker-french-dip/
